PubChemCID,M_Na_pred,Monoiso_Mass
32485,0.2557059895262206,135.104799
79140,0.9141398538167881,174.089209
109214,0.5871524397623024,284.27153
10387,0.6807186025996468,170.013457
7713,0.5505981271248838,214.09938
8078,0.2290279130933388,84.0939
23087,0.7790062332694611,153.078979
110444,0.6822989747339084,298.28718
86563,0.16925974516057207,206.167065
8186,0.5630089766802461,170.167065
2537,0.31593899518821633,152.120115
77039,0.31351564965648315,195.125929
30916,0.8054848950656127,396.396731
385,0.677125391507722,160.073559
8892,0.5869401217979047,116.08373
91340,0.6237420241977366,206.13068
15278,0.4280378463617221,164.08373
74918,0.7075522256337133,214.156895
17516,0.6996386631103966,207.125929
6937,0.1666684875274748,164.120115
68371,0.20922522382675043,179.094629
3606,0.2718578721445455,270.16198
6569,0.42226715973300855,72.057515
7592,0.6811239066133785,177.078979
78905,0.5778551431438275,201.045964
8908,0.8159139111793875,144.11503
3342,0.6044471154980917,242.094294
92733,0.6816503693437933,150.06808
75103,0.6667900654657646,90.06808
10024,0.6762436319052891,104.08373
7914,0.6129452301101176,102.104465
92839,0.7351420522428919,152.08373
108415,0.47947500832721535,166.135765
7469,0.22113574618392906,136.052429
10365,0.14049032766333236,167.021858
67296,0.16114776091781405,220.182715
98370,0.3740855949510373,175.063329
21439,0.23090589023310415,123.068414
12813,0.8701089309948805,170.13068
62118,0.6903534609757279,118.09938
6978,0.27358819064816786,152.058578
8408,0.3171834439464529,223.030314
8906,0.8696503317432219,254.22458
7378,0.24884022498246527,162.140851
7251,0.17604742401079898,141.034527
6643,0.20090683350670713,164.120115
31265,0.7800327480054638,144.11503
79260,0.21705218591406353,173.120449
61017,0.15944898123277682,129.15175
3485,0.6179215901830056,100.052429
66327,0.1685049685158797,197.120449
6570,0.48373132924524787,70.041865
4075,0.12470429974863562,153.042593
7518,0.12569253739879938,109.052764
8857,0.7835318039199107,88.052429
6054,0.4549889009717665,122.073165
245510,0.27268199417505307,270.16198
70744,0.5383964497257757,142.09938
7947,0.22370158440444113,120.0939
7657,0.46187306361592034,198.104465
8298,0.6197745017759352,142.135765
35459,0.43351032035114634,162.06808
2482,0.6249543092331679,193.110279
78250,0.2695904173182353,162.042927
382975,0.46710487783135124,242.094294
62334,0.8198451199125816,198.16198
15291,0.5717113383096531,151.063329
8179,0.6668427352260462,162.125594
18392,0.8626230675929254,130.062994
6790,0.3171834439464529,223.030314
7121,0.6776968406307916,182.057909
8046,0.8401265814164148,314.24571
11335,0.15473421075785931,122.073165
12860,0.25477061333061246,204.187801
222593,0.5287621714273569,200.17763
20083,0.720333184360123,130.135765
7818,0.18857962212553936,114.115698
65512,0.5028916288919513,195.053158
11262,0.3397176677433207,100.088815
76194,0.3540784582013698,117.115364
322,0.2392909054339698,164.047344
124844,0.29032359149846476,207.125929
31245,0.46782255545790086,100.088815
66755,0.55411990565272,138.06808
80922,0.5504831689437025,182.094294
11671,0.5663131763161852,104.047344
326,0.44141911462369454,148.088815
225683,0.22399294023735694,196.088815
24685,0.8283514707779279,179.094629
107065,0.3183029123692823,246.198365
26881,0.438677264769562,228.078644
8072,0.2583981353561702,89.084064
62902,0.7371838297177816,144.11503
7259,0.17604742401079898,121.089149
5590,0.7389425041473261,250.19328
82227,0.28121259322721726,136.125201
8883,0.39962529272895475,142.09938
84786,0.6272486706464167,194.069142
17587,0.6263730674869187,99.068414
111509,0.7200275050666458,88.052429
6913,0.21420776951657175,135.104799
114129,0.7149451372647913,142.09938
6410,0.42577322458137645,90.06808
6651,0.5320058382658586,172.14633
8909,0.5875009577686289,130.135765
69146,0.5449093520375412,212.08373
4538,0.16984212851482003,153.078979
289239,0.4504915823486775,175.099714
7354,0.8243898643169312,142.09938
18198,0.722239356677976,114.06808
12329,0.800579390838311,174.089209
106674,0.7002506943687279,236.214016
7972,0.24870054484366702,101.084064
6561,0.5469000960667619,72.057515
8452,0.2883764806703485,84.057515
10586,0.33298892519373713,222.198365
